1stFlrSF;2ndFlrSF;3SsnPorch;BedroomAbvGr;BsmtCond;BsmtExposure;BsmtFinSF1;BsmtFinSF2;BsmtFinType1;BsmtFinType2;BsmtFullBath;BsmtHalfBath;BsmtQual;BsmtUnfSF;EnclosedPorch;ExterCond;ExterQual;Fence;FireplaceQu;Fireplaces;FullBath;GarageArea;GarageCars;GarageCond;GarageFinish;GarageQual;GarageYrBlt;GrLivArea;HalfBath;HeatingQC;KitchenAbvGr;KitchenQual;LotArea;LotFrontage;LowQualFinSF;MSSubClass;MasVnrArea;MiscVal;MoSold;OpenPorchSF;OverallCond;OverallQual;PoolArea;PoolQC;SalePrice;ScreenPorch;TotRmsAbvGrd;TotalBsmtSF;WoodDeckSF;YearBuilt;YearRemodAdd;YrSold;Dataset;TotalSF;TotalBath;Neighborhood_Class;Alley_Grvl;Alley_None;Alley_Pave;BldgType_1Fam;BldgType_2fmCon;BldgType_Duplex;BldgType_Twnhs;BldgType_TwnhsE;CentralAir_N;CentralAir_Y;Electrical_FuseA;Electrical_FuseF;Electrical_FuseP;Electrical_Mix;Electrical_SBrkr;Foundation_BrkTil;Foundation_CBlock;Foundation_PConc;Foundation_Slab;Foundation_Stone;Foundation_Wood;Functional_Maj1;Functional_Maj2;Functional_Min1;Functional_Min2;Functional_Mod;Functional_Sev;Functional_Typ;GarageType_2Types;GarageType_Attchd;GarageType_Basment;GarageType_BuiltIn;GarageType_CarPort;GarageType_Detchd;GarageType_None;Heating_Floor;Heating_GasA;Heating_GasW;Heating_Grav;Heating_OthW;Heating_Wall;HouseStyle_1.5Fin;HouseStyle_1.5Unf;HouseStyle_1Story;HouseStyle_2.5Fin;HouseStyle_2.5Unf;HouseStyle_2Story;HouseStyle_SFoyer;HouseStyle_SLvl;LandContour_Bnk;LandContour_HLS;LandContour_Low;LandContour_Lvl;LandSlope_Gtl;LandSlope_Mod;LandSlope_Sev;LotConfig_Corner;LotConfig_CulDSac;LotConfig_FR2;LotConfig_FR3;LotConfig_Inside;LotShape_IR1;LotShape_IR2;LotShape_IR3;LotShape_Reg;MSZoning_C (all);MSZoning_FV;MSZoning_RH;MSZoning_RL;MSZoning_RM;MasVnrType_BrkCmn;MasVnrType_BrkFace;MasVnrType_None;MasVnrType_Stone;MiscFeature_Gar2;MiscFeature_None;MiscFeature_Othr;MiscFeature_Shed;MiscFeature_TenC;Neighborhood_Blmngtn;Neighborhood_Blueste;Neighborhood_BrDale;Neighborhood_BrkSide;Neighborhood_ClearCr;Neighborhood_CollgCr;Neighborhood_Crawfor;Neighborhood_Edwards;Neighborhood_Gilbert;Neighborhood_IDOTRR;Neighborhood_MeadowV;Neighborhood_Mitchel;Neighborhood_NAmes;Neighborhood_NPkVill;Neighborhood_NWAmes;Neighborhood_NoRidge;Neighborhood_NridgHt;Neighborhood_OldTown;Neighborhood_SWISU;Neighborhood_Sawyer;Neighborhood_SawyerW;Neighborhood_Somerst;Neighborhood_StoneBr;Neighborhood_Timber;Neighborhood_Veenker;PavedDrive_N;PavedDrive_P;PavedDrive_Y;RoofMatl_CompShg;RoofMatl_Membran;RoofMatl_Metal;RoofMatl_Roll;RoofMatl_Tar&Grv;RoofMatl_WdShake;RoofMatl_WdShngl;RoofStyle_Flat;RoofStyle_Gable;RoofStyle_Gambrel;RoofStyle_Hip;RoofStyle_Mansard;RoofStyle_Shed;SaleCondition_Abnorml;SaleCondition_AdjLand;SaleCondition_Alloca;SaleCondition_Family;SaleCondition_Normal;SaleCondition_Partial;SaleType_COD;SaleType_CWD;SaleType_Con;SaleType_ConLD;SaleType_ConLI;SaleType_ConLw;SaleType_New;SaleType_Oth;SaleType_WD;Street_Grvl;Street_Pave;MixedConditions_Artery;MixedConditions_Artery - Feedr;MixedConditions_Artery - Norm;MixedConditions_Artery - PosA;MixedConditions_Artery - RRAn;MixedConditions_Artery - RRNn;MixedConditions_Feedr;MixedConditions_Feedr - RRAe;MixedConditions_Feedr - RRAn;MixedConditions_Feedr - RRNn;MixedConditions_Norm;MixedConditions_Norm - Feedr;MixedConditions_Norm - PosN;MixedConditions_Norm - RRAe;MixedConditions_Norm - RRAn;MixedConditions_Norm - RRNn;MixedConditions_PosA;MixedConditions_PosA - Norm;MixedConditions_PosN;MixedConditions_RRNe - Norm;MixedExterior_AsbShng;MixedExterior_AsbShng - Plywood;MixedExterior_AsbShng - Wd Sdng;MixedExterior_AsphShn;MixedExterior_BrkComm;MixedExterior_BrkComm - Plywood;MixedExterior_BrkComm - Wd Sdng;MixedExterior_BrkFace;MixedExterior_BrkFace - AsbShng;MixedExterior_BrkFace - Plywood;MixedExterior_BrkFace - Stone;MixedExterior_BrkFace - Wd Sdng;MixedExterior_BrkFace - WdShing;MixedExterior_CBlock;MixedExterior_CBlock - Plywood;MixedExterior_CBlock - VinylSd;MixedExterior_CemntBd - CmentBd;MixedExterior_CemntBd - Wd Sdng;MixedExterior_CemntBd - WdShing;MixedExterior_CmentBd - AsbShng;MixedExterior_HdBoard;MixedExterior_HdBoard - AsphShn;MixedExterior_HdBoard - BrkFace;MixedExterior_HdBoard - ImStucc;MixedExterior_HdBoard - MetalSd;MixedExterior_HdBoard - Plywood;MixedExterior_HdBoard - Stone;MixedExterior_HdBoard - Stucco;MixedExterior_HdBoard - VinylSd;MixedExterior_HdBoard - Wd Sdng;MixedExterior_HdBoard - WdShing;MixedExterior_ImStucc;MixedExterior_ImStucc - Plywood;MixedExterior_ImStucc - Wd Sdng;MixedExterior_MetalSd;MixedExterior_MetalSd - AsphShn;MixedExterior_MetalSd - BrkFace;MixedExterior_MetalSd - CBlock;MixedExterior_MetalSd - Stucco;MixedExterior_MetalSd - VinylSd;MixedExterior_MetalSd - Wd Sdng;MixedExterior_MetalSd - WdShing;MixedExterior_Other - VinylSd;MixedExterior_Plywood;MixedExterior_Plywood - Wd Sdng;MixedExterior_Stone;MixedExterior_Stone - Wd Sdng;MixedExterior_Stucco;MixedExterior_Stucco - AsbShng;MixedExterior_Stucco - BrkComm;MixedExterior_Stucco - BrkFace;MixedExterior_Stucco - CmentBd;MixedExterior_Stucco - Plywood;MixedExterior_Stucco - Stone;MixedExterior_Stucco - VinylSd;MixedExterior_Stucco - Wd Sdng;MixedExterior_Stucco - WdShing;MixedExterior_VinylSd;MixedExterior_VinylSd - AsbShng;MixedExterior_VinylSd - BrkFace;MixedExterior_VinylSd - ImStucc;MixedExterior_VinylSd - Plywood;MixedExterior_VinylSd - Wd Sdng;MixedExterior_VinylSd - WdShing;MixedExterior_Wd Sdng;MixedExterior_Wd Sdng - Plywood;MixedExterior_WdShing;MixedExterior_WdShing - Plywood;MixedExterior_WdShing - Wd Sdng
0.3450696368784474;0.4135593220338983;0.0;4;3;1;0.17605985037406482;157.0;6;4;1.0;2.0;3;0.06421232876712328;0.0;4;2;4;1;0;2;0.3682795698924731;2.0;5;2;4;89.0;0.5990648119942348;2;4;3;2;0.36627135906966113;0.44102152501591396;0.0;15;0.7160380828977281;0.0;8;0.6243116242415738;8;6;0.0;0;12.24769911637256;0.0;6;0.16800785083415112;0.0;100;45;3;Train;0.5962768073309164;0.41666666666666663;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0.4875368343712472;0.0;0.0;4;3;4;0.24389027431421445;157.0;4;4;0.0;1.0;3;0.12157534246575341;0.0;4;1;4;3;1;2;0.30913978494623656;2.0;5;2;4;62.0;0.4875368343712472;0;4;3;1;0.39124518250563334;0.5144156787562408;0.0;10;0.0;0.0;2;0.0;4;5;0.0;0;12.109016442313738;0.0;4;0.247693817468106;0.7849767011732819;65;24;4;Train;0.5914462912187757;0.24999999999999997;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.37152811717709433;0.41937046004842615;0.0;4;3;2;0.12119700748129675;157.0;6;4;1.0;2.0;3;0.1857876712328767;0.0;4;2;4;3;1;2;0.40860215053763443;2.0;5;2;4;94.0;0.6150306288119438;2;4;3;2;0.42228857063501457;0.45695213295584614;0.0;15;0.6903612496913564;0.0;11;0.5689567468011071;8;6;0.0;0;12.317171167298682;0.0;4;0.18056918547595682;0.0;107;57;3;Train;0.6118261752961711;0.41666666666666663;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0.3875285300096687;0.36610169491525424;0.0;4;4;1;0.053865336658354114;157.0;4;4;1.0;2.0;2;0.23116438356164382;0.8105386582416515;4;1;4;4;1;0;0.43145161290322587;5.0;5;1;4;87.0;0.6005647045961928;0;3;3;2;0.39022311202938087;0.4127880601169296;0.0;9;0.0;0.0;8;0.542078914870016;8;6;0.0;0;11.849404844423074;0.0;5;0.14838076545632975;0.0;51;7;2;Train;0.5854714702309711;0.16666666666666666;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0.45182436401337167;0.5099273607748184;0.0;5;3;3;0.16334164588528677;157.0;6;4;1.0;2.0;3;0.20976027397260272;0.0;4;2;4;3;1;2;0.5618279569892474;5.0;5;2;4;79.0;0.6912460319887614;2;4;3;2;0.468694490250829;0.5316903320327597;0.0;15;0.7943184376738682;0.0;10;0.6720398618297075;8;7;0.0;0;12.429220196836383;0.0;11;0.22473012757605496;0.7246960926106203;96;37;3;Train;0.6737057235438053;0.41666666666666663;2;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0.3184050193564749;0.27409200968523;0.9260311691014055;2;3;1;0.1825436408977556;157.0;6;4;1.0;2.0;3;0.0273972602739726;0.0;4;1;1;1;0;0;0.32258064516129037;2.0;5;1;4;85.0;0.5155295056810414;2;4;3;1;0.4666940329438629;0.5358819548873166;0.0;4;0.0;0.672671124698155;3;0.5194592492615139;8;4;0.0;0;11.870606902224587;0.0;3;0.1562315996074583;0.5113755645434589;94;29;1;Train;0.5455927149847177;0.24999999999999997;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0.5956133146903628;0.0;0.0;4;3;3;0.3413965087281795;157.0;6;4;1.0;2.0;4;0.13570205479452055;0.0;4;2;4;4;1;2;0.4274193548387097;2.0;5;2;4;82.0;0.5956133146903628;0;4;3;2;0.40087236923282465;0.4915812263103765;0.0;10;0.7089775783333425;0.0;9;0.6142232199271807;8;7;0.0;0;12.634606283893019;0.0;5;0.3309126594700687;0.7635958573657;92;49;4;Train;0.6769278056869021;0.33333333333333337;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0.4394364027028397;0.47602905569007264;0.0;4;3;2;0.214214463840399;203.0;4;1;1.0;2.0;3;0.09246575342465753;0.7851437537843564;4;1;4;3;2;2;0.3252688172043011;2.0;5;2;4;34.0;0.6727453711649467;2;4;3;1;0.4065726405883461;0.5516450991782709;0.0;15;0.7433602190991252;0.6016599641726498;7;0.8052117270452528;5;6;0.0;0;12.206077645517674;0.0;5;0.21727183513248283;0.752394197198154;44;12;1;Train;0.6606338684737478;0.41666666666666663;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.41011431009575494;0.3641646489104116;0.0;0;3;1;0.0;157.0;5;4;0.0;2.0;2;0.40753424657534243;0.7698495970396418;4;1;4;3;2;2;0.31451612903225806;2.0;5;1;2;39.0;0.6125553850267438;0;3;2;1;0.3031315081878636;0.3555798614371519;0.0;4;0.0;0.0;0;0.0;8;6;0.0;0;11.774527900858468;0.0;6;0.18684985279685967;0.6211656284803039;31;0;3;Train;0.6139816112016931;0.16666666666666666;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.4293525296615597;0.0;0.0;0;3;1;0.21221945137157106;157.0;6;4;1.0;2.0;2;0.059931506849315065;0.0;4;1;4;3;2;0;0.1377688172043011;1.0;5;2;5;45.0;0.4293525296615597;0;4;2;1;0.34082999975088124;0.34862081426235236;0.0;3;0.0;0.0;1;0.2434596752818658;5;4;0.0;0;11.678448377988165;0.0;3;0.19450441609421001;0.0;26;0;3;Train;0.5331247397691583;0.16666666666666666;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
